"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Fruit","Category","Item","Metric","Area Grown","Fertilize","Organic","Type","Ingredient","Code","Domain Category","Value","CV (%)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"EARLY","099","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"EARLY","099","STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"EARLY","099","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"EARLY","099","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","59.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"GRADY","131","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"GRADY","131","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"GRADY","131","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"GRADY","131","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"MILLER","201","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"MILLER","201","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"MILLER","201","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"MILLER","201","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"MITCHELL","205","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"MITCHELL","205","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"MITCHELL","205","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","SOUTHWEST",70,"MITCHELL","205","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","18.2"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","8","53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","14","48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","6","(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"FAYETTE","113","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","6","18.2"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"FAYETTE","113","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","6","21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"FAYETTE","113","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"FAYETTE","113","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"HENRY","151","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"HENRY","151","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"HENRY","151","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"HENRY","151","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MACON","193","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(Z)","18.2"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MACON","193","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(Z)","21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MACON","193","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MACON","193","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","88","21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","10","53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","10","48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","59.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","12","(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","15","21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","64.8"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","6","(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","9","48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","59.4"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","0.6"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","5","38.7"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","8","34.8"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","4","33.5"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO","009","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO","009","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO","009","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO","009","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","OAHU ISLAND",62,"HONOLULU","003","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","OAHU ISLAND",62,"HONOLULU","003","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","OAHU ISLAND",62,"HONOLULU","003","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","(L)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII","15","OAHU ISLAND",62,"HONOLULU","003","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"BANNOCK","005","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"BANNOCK","005","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"BANNOCK","005","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"BANNOCK","005","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"BINGHAM","011","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"BINGHAM","011","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"BINGHAM","011","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","4","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"BINGHAM","011","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","4","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"FREMONT","043","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"FREMONT","043","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"FREMONT","043","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"FREMONT","043","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","3","32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"JEFFERSON","051","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"JEFFERSON","051","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","33.7"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"JEFFERSON","051","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","7","30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"JEFFERSON","051","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","7","32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"LEMHI","059","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"LEMHI","059","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"LEMHI","059","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","5","30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"LEMHI","059","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","5","32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"MADISON","065","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"MADISON","065","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"MADISON","065","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","EAST",90,"MADISON","065","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BENEWAH","009","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BENEWAH","009","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BENEWAH","009","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","4","30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BENEWAH","009","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","4","32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BONNER","017","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BONNER","017","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","33.7"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BONNER","017","STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BONNER","017","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","8","30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BONNER","017","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","10","32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BONNER","017","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","83.0"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BOUNDARY","021","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BOUNDARY","021","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BOUNDARY","021","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"BOUNDARY","021","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"CLEARWATER","035","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"CLEARWATER","035","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"CLEARWATER","035","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"CLEARWATER","035","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"IDAHO","049","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"IDAHO","049","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"IDAHO","049","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"IDAHO","049","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"KOOTENAI","055","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"KOOTENAI","055","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","7","33.7"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"KOOTENAI","055","STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"KOOTENAI","055","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","11","30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"KOOTENAI","055","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","11","32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"KOOTENAI","055","STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","83.0"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"LATAH","057","STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO","16","NORTH",10,"LATAH","057","STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
